battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range
1821,0,1.3,1,1,0,9,0.5,135,2,0,221,620,2761,14,17,20,1,0,1,3
1007,0,0.9,0,2,1,42,0.9,148,7,14,649,1968,1195,14,8,16,1,0,1,0
1897,0,3.0,0,16,0,10,0.3,142,2,15,110,1380,3302,13,2,7,1,1,0,3
1766,1,0.7,1,0,1,61,0.7,142,8,19,122,984,3818,15,3,13,1,0,0,3
996,1,2.6,1,13,1,40,0.1,155,6,19,734,1912,3534,13,9,9,1,0,0,3
1223,1,2.1,0,10,1,6,0.7,131,3,13,1880,861,1287,15,11,9,1,0,1,0
1297,1,2.3,1,6,0,15,0.3,127,2,2,363,772,2695,12,13,17,0,1,1,2
1652,1,2.3,0,17,1,24,0.5,128,8,5,1334,844,3070,7,15,14,1,1,0,3
1533,1,2.6,0,16,0,2,0.4,159,5,15,769,718,2150,6,14,2,1,1,1,2
1778,0,1.0,1,6,0,2,0.2,178,7,12,1060,1226,2159,18,11,12,1,0,1,2
1054,1,0.5,1,0,0,60,0.4,147,7,9,1704,710,1895,11,0,14,0,0,1,1
1257,0,2.0,0,2,1,63,0.4,161,1,8,1625,835,1410,9,10,11,0,0,0,1
1146,0,1.4,0,2,0,35,0.6,129,6,14,1624,1056,2401,9,15,7,0,1,0,2
1864,1,0.8,1,19,0,58,1.0,173,3,8,806,1472,3965,5,16,14,1,0,0,3
957,0,1.0,1,11,1,43,0.5,127,8,3,95,1786,1075,19,15,20,0,0,0,0
1380,1,1.3,0,13,1,3,0.9,130,2,20,1931,612,431,6,0,3,1,1,1,0
680,1,0.7,1,4,0,47,0.5,86,1,7,1949,1445,466,8,8,13,0,1,0,0
1775,1,0.6,0,17,1,3,0.2,111,6,5,1681,655,2434,11,11,19,0,0,1,2
1076,1,2.8,1,14,0,53,0.3,169,5,1,935,1985,1266,10,4,9,1,1,0,0
1010,1,1.3,0,15,1,25,0.5,90,5,9,550,915,1983,5,7,8,0,0,0,1
1374,0,3.0,1,9,0,10,0.4,107,3,20,342,1784,3814,9,1,6,0,0,1,3
1248,1,2.9,1,13,1,18,0.9,173,4,3,727,1665,542,16,3,6,0,0,0,0
1771,0,0.9,1,10,1,45,0.7,185,8,5,655,986,909,8,0,9,0,1,0,0
1297,0,2.3,1,7,1,55,0.6,130,7,3,540,984,1057,17,18,16,0,0,1,0
1275,0,2.0,1,11,1,37,0.5,129,8,1,1863,975,1966,10,16,5,1,0,0,1
657,0,2.2,1,6,1,12,0.5,141,3,12,1292,1205,2854,5,7,6,0,0,1,2
532,1,0.7,1,19,0,58,0.7,173,7,6,437,1162,942,6,0,20,1,1,0,0
1097,0,1.0,1,14,0,51,0.2,136,4,15,1253,1484,661,17,6,20,0,0,0,0
1997,1,0.7,1,14,0,27,0.2,100,8,8,1382,1196,577,11,8,6,0,1,0,0
1876,1,2.0,1,14,0,36,0.4,132,7,13,1024,1682,3254,19,3,9,0,1,0,3
1443,1,3.0,1,8,1,62,0.3,110,2,1,1856,1199,366,16,12,9,0,1,0,0
1446,1,2.2,1,19,0,25,0.7,162,8,6,1894,960,2595,5,18,7,1,0,0,2
1087,0,2.3,0,4,1,3,0.1,97,5,8,847,989,2420,9,16,4,1,0,0,2
766,0,3.0,1,11,0,11,0.2,153,7,1,926,1595,633,15,16,3,0,0,0,0
512,1,2.2,0,1,0,39,0.9,95,5,8,425,710,2324,5,15,13,0,1,1,1
1008,1,0.6,1,5,1,64,1.0,197,2,9,1536,928,1329,19,1,2,0,1,0,1
974,1,2.7,0,11,1,48,0.5,157,8,8,1825,967,2183,7,10,13,1,1,0,1
787,0,1.4,1,9,1,40,0.5,96,1,10,1290,1466,769,16,10,3,0,0,1,0
888,0,0.5,0,18,0,22,0.8,196,7,16,394,693,2755,17,1,4,1,1,1,2
537,0,1.8,1,12,1,29,0.1,149,2,16,1016,1175,3241,12,2,2,0,0,1,2
1411,0,2.8,1,8,1,4,0.5,153,7,0,1558,1511,267,17,10,9,0,0,0,0
1891,0,1.1,0,8,0,25,0.2,87,4,13,82,1889,2250,18,13,8,0,0,0,1
1536,1,1.7,1,12,1,41,0.5,102,2,18,1157,1156,2679,16,3,8,0,0,1,2
1172,0,0.9,0,15,1,59,1.0,177,2,18,1289,1972,266,15,9,7,1,0,0,0
1130,1,0.6,1,5,0,60,0.8,136,3,6,1052,1410,2966,10,1,19,1,0,1,3
961,1,0.7,1,11,0,53,1.0,154,8,16,1260,1660,2288,9,2,10,0,1,0,1
713,1,2.3,0,11,0,3,0.8,199,7,16,1756,864,1402,18,11,17,1,0,1,0
1397,0,2.7,0,0,1,53,0.6,131,6,7,244,1872,2063,8,10,6,0,1,1,2
1349,0,0.9,0,18,1,15,0.8,126,6,18,1119,888,2809,11,14,11,1,1,0,2
510,1,1.2,0,11,1,40,0.7,177,4,13,1560,704,2663,12,17,3,1,0,0,2
1123,0,1.0,0,4,1,61,0.5,87,8,15,1611,618,3163,10,3,6,1,1,0,2
917,1,0.6,1,12,0,57,0.4,135,3,15,915,1481,386,10,6,3,1,1,0,0
755,1,1.9,1,13,1,43,0.6,183,8,16,1955,1441,3203,13,16,2,0,0,0,2
1554,0,2.2,0,18,0,20,0.3,107,4,20,635,797,388,9,0,5,0,1,1,0
1288,1,2.1,0,0,1,34,0.5,116,3,18,864,1817,2689,19,15,5,1,1,1,2
1450,0,1.5,0,8,0,46,0.2,137,4,8,1615,915,1563,7,17,8,0,0,0,1
1570,0,1.9,1,3,0,34,0.6,88,6,11,861,1414,494,10,1,16,1,1,1,0
1972,1,0.7,0,11,0,27,0.3,88,6,13,673,1283,2833,17,2,4,1,1,1,2
1704,1,0.9,0,10,0,27,0.4,110,7,17,1089,1387,2324,12,13,13,0,1,0,3
1430,0,2.8,0,9,0,39,0.5,188,1,8,1219,1612,2750,15,9,8,0,1,1,2
1818,1,2.4,0,19,1,4,0.2,106,2,6,1902,1890,1663,14,18,9,1,0,1,2
1216,1,2.8,1,10,0,64,1.0,168,7,15,1211,1581,1297,9,10,19,0,1,0,1
1977,1,2.8,0,8,1,8,0.5,131,8,20,363,1859,2594,16,12,10,1,0,1,2
1642,0,2.1,1,1,0,64,0.4,171,2,19,103,1803,1064,8,4,6,1,1,0,0
1476,0,2.8,1,5,1,4,0.1,119,8,3,1896,1038,3295,16,6,6,0,1,0,3
1854,1,1.5,1,17,0,34,0.9,185,3,19,829,1338,2812,6,3,5,1,0,1,3
1272,1,0.5,0,9,0,28,0.7,124,8,16,395,796,3998,15,2,17,0,1,0,3
1581,1,0.7,1,18,0,38,0.5,175,8,3,436,1888,357,6,2,14,1,1,0,0
927,0,0.8,0,10,1,29,0.3,180,6,0,208,1949,2447,18,16,7,1,1,1,2
1944,0,0.7,1,10,1,58,0.8,132,2,4,391,1830,2340,14,1,11,0,0,0,3
1435,1,1.4,1,8,0,3,1.0,160,7,19,1530,1613,3465,5,9,11,1,0,0,3
1673,0,2.3,0,11,0,64,0.4,94,1,15,1284,1772,1843,6,9,2,1,1,1,2
1191,0,2.5,1,1,1,45,0.2,140,3,12,1176,1690,3761,7,1,19,1,1,0,3
1800,1,2.0,1,1,1,51,0.2,125,6,13,22,844,1150,19,15,16,1,0,1,0
611,1,0.9,1,9,0,10,0.1,195,1,8,1318,895,3453,13,9,12,0,1,1,2
671,0,2.4,0,11,0,6,0.8,193,4,19,1900,1296,2203,9,2,15,1,0,1,2
1260,0,1.4,1,11,1,27,1.0,174,7,3,1810,1130,3789,9,2,4,1,1,0,3
1598,0,0.5,0,8,0,22,1.0,194,1,6,775,1603,1068,5,13,20,0,0,0,1
1713,1,1.2,0,5,0,51,0.8,198,3,4,1177,1603,1229,8,11,14,1,1,1,2
1160,0,1.3,1,14,0,58,0.2,172,1,17,585,1963,2368,17,7,19,0,1,0,1
1474,1,1.2,0,12,0,28,1.0,151,6,11,1742,1681,2321,13,7,18,1,1,0,2
1329,0,2.5,1,0,1,50,0.4,104,1,14,1804,517,813,10,0,13,0,1,0,1
1942,1,2.4,0,9,0,5,0.4,178,3,19,437,1010,2694,5,0,7,0,0,0,2
1481,1,2.2,0,14,0,48,0.7,103,5,4,954,990,1774,10,10,15,1,1,0,2
1125,1,0.8,0,15,0,8,0.1,102,2,20,463,1449,822,10,6,11,0,0,0,0
1954,1,2.5,1,5,1,44,0.8,186,2,2,1204,1013,2166,6,4,9,0,0,1,2
660,1,2.2,1,18,0,26,1.0,93,7,15,574,1966,2867,14,7,15,1,0,1,1
1976,0,1.0,0,13,0,28,0.8,97,7,14,1364,932,374,14,11,18,0,0,0,0
731,1,2.1,1,8,0,19,0.8,141,1,17,1924,1155,3700,19,5,5,1,1,0,3
932,1,1.7,0,12,1,27,0.5,150,7,3,1708,1725,2541,10,6,12,0,0,0,2
1732,1,1.6,1,17,1,57,0.2,85,4,20,357,1050,1230,9,5,16,0,0,0,0
1600,0,0.8,0,4,0,52,0.8,125,2,16,254,567,3064,17,12,8,0,0,0,3
1955,1,1.8,1,3,0,23,0.6,107,8,2,1597,998,3413,10,1,8,1,0,1,3
1624,0,0.7,0,8,0,20,0.9,116,3,11,160,1038,3834,14,17,2,1,0,0,3
1455,1,0.9,0,1,0,34,0.2,101,3,17,784,1417,3214,16,10,8,0,0,0,3
1019,1,0.8,1,16,1,45,0.4,161,2,10,1948,1566,1016,18,4,13,0,1,0,0
507,0,2.9,1,19,1,13,0.4,137,8,7,878,1322,868,9,14,20,0,1,0,0
685,1,1.2,0,12,0,47,0.7,196,3,5,17,1109,1037,14,17,11,0,1,1,0
946,1,1.4,1,19,0,61,0.8,81,5,10,1912,1253,3533,6,1,7,1,0,1,3
561,0,1.3,1,1,0,55,1.0,174,2,20,1388,715,1396,16,3,17,1,0,0,0
1262,0,2.7,0,12,1,36,0.4,190,8,12,648,771,1492,5,2,5,1,1,0,1
1666,0,1.9,0,8,1,22,0.5,138,7,15,1198,1415,3590,15,1,5,1,0,1,3
1944,1,2.8,1,5,0,22,0.1,164,5,16,1200,1797,1020,8,14,11,1,0,0,1
1234,1,1.2,1,6,0,48,0.3,133,3,16,1083,1283,1778,11,3,17,1,1,0,1
1812,1,0.8,1,10,0,30,0.4,151,6,8,1884,590,1365,6,7,6,1,0,0,1
1978,1,1.9,1,12,0,8,0.6,189,4,16,1541,1971,1385,15,15,2,1,1,0,2
1789,1,1.4,1,3,0,44,0.5,144,8,6,507,985,2485,12,11,15,0,0,1,2
1197,0,2.5,1,12,0,10,0.4,149,6,12,1946,1622,3030,14,12,13,0,1,1,3
987,0,2.7,1,18,1,64,0.7,199,1,6,1887,1845,1248,10,1,15,0,1,1,1
1966,0,1.7,0,0,0,28,0.8,140,7,19,91,1978,398,5,18,9,0,1,1,0
862,0,2.9,1,17,0,23,0.3,100,2,15,582,674,2649,13,1,4,0,1,1,1
1117,1,1.9,1,12,1,5,0.4,162,3,12,1205,779,2310,15,13,8,0,0,0,2
611,0,1.2,0,6,1,12,0.7,163,4,9,1722,1467,2722,14,12,10,0,1,1,1
1690,0,1.7,1,14,1,61,0.8,108,2,10,1405,1641,1941,8,7,10,1,0,0,2
1474,0,0.6,1,12,1,35,0.8,168,8,16,1125,1751,3163,15,15,18,1,1,1,3
627,0,2.5,0,15,1,58,0.3,87,8,5,599,1326,2594,13,16,6,1,1,1,2
832,0,0.8,0,1,0,62,0.6,118,2,17,189,737,3091,8,1,7,0,1,1,2
1333,0,1.3,0,1,0,5,0.9,183,3,5,1750,1568,2992,6,18,5,0,1,1,3
1310,1,1.9,0,12,0,25,0.5,154,3,2,1044,1501,2115,9,4,12,0,0,1,2
1703,0,0.6,0,6,1,54,0.5,153,6,15,896,1200,1472,5,15,17,1,1,0,1
899,0,0.7,0,4,1,33,1.0,155,5,14,1921,1455,2435,15,15,18,1,1,1,2
1887,0,2.2,0,8,1,34,0.2,99,6,7,322,818,2638,5,10,6,1,0,0,2
1166,1,0.7,0,14,1,37,0.7,196,1,13,498,1715,2395,5,16,10,1,1,1,1
1733,1,1.7,0,3,0,46,0.9,116,5,15,1675,568,2218,7,15,16,1,1,0,2
857,1,1.3,1,19,1,61,0.2,175,2,16,557,1757,1539,9,9,2,0,0,0,0
555,1,1.1,0,8,1,57,0.7,199,2,20,1849,1756,757,5,3,15,0,0,1,0
582,1,1.0,1,3,1,41,0.5,109,7,17,1682,1530,1856,14,8,4,0,0,0,1
1059,1,2.4,0,1,1,38,0.9,156,2,9,195,1721,3556,6,17,2,0,1,1,3
1929,0,2.9,1,17,0,24,0.9,85,1,4,897,1868,2938,17,3,4,0,1,0,3
573,1,0.9,1,2,1,9,0.9,156,4,2,1474,743,3080,13,18,18,1,0,0,2
1053,0,2.9,1,8,0,46,0.2,133,6,12,960,1316,3014,6,3,14,0,1,0,2
663,0,2.0,0,13,0,2,0.8,88,5,13,421,1467,3705,11,12,16,1,1,0,3
1897,1,2.1,1,10,0,45,0.9,161,2,14,88,1913,1102,7,12,15,1,0,0,1
1512,0,2.3,0,5,0,33,0.7,197,7,0,13,1605,2952,19,3,17,1,0,0,3
1644,0,2.3,0,2,1,51,0.6,90,4,14,349,1390,516,13,8,11,0,0,1,0
1569,1,2.5,1,14,1,61,0.1,188,6,16,511,1335,1172,17,2,17,1,0,1,0
1485,0,1.7,0,9,0,36,0.9,182,2,15,591,715,366,10,6,3,0,1,0,0
1660,0,1.8,0,0,1,38,0.1,146,8,11,1676,975,1867,7,18,13,0,0,1,2
512,1,1.3,1,3,0,32,0.4,189,3,0,997,1149,782,8,1,16,1,1,0,0
1798,1,0.8,0,11,0,25,0.9,117,8,10,276,1820,1704,11,16,20,1,1,1,1
1609,0,2.2,1,3,1,7,1.0,167,4,13,163,1791,759,16,12,8,0,0,1,0
1609,1,0.6,0,7,0,3,1.0,164,6,11,256,1463,390,11,14,5,0,1,1,0
1090,1,1.2,0,2,1,47,0.5,150,5,12,614,658,2043,18,5,15,0,0,0,1
1701,0,0.7,0,15,1,59,0.3,180,1,10,1449,1579,1792,10,18,3,0,1,0,2
1072,0,1.0,0,12,1,5,0.5,186,1,11,97,1187,1817,8,4,16,0,0,0,0
573,0,2.1,0,15,0,22,0.2,175,4,6,796,1477,1549,12,9,15,0,1,1,0
1861,0,2.1,0,1,1,40,0.9,151,2,12,877,1149,1787,6,0,15,0,0,1,1
851,0,1.6,0,7,0,46,0.6,198,5,5,291,1581,270,15,16,7,0,1,0,0
652,0,0.7,0,5,1,48,0.5,147,2,10,114,826,2045,6,13,4,0,1,0,0
1432,0,1.6,0,12,1,45,0.2,157,5,8,451,717,3426,14,3,13,0,1,0,2
850,0,1.4,1,16,0,7,0.5,102,2,14,297,829,778,10,12,8,1,0,1,0
1787,0,2.3,1,4,0,17,0.9,118,2,18,1558,1882,794,10,3,9,1,0,0,1
1165,0,1.9,1,15,0,31,0.7,189,3,13,1797,613,3175,14,8,5,0,0,1,3
506,0,1.7,1,11,0,6,0.2,140,5,2,1222,928,2131,15,9,8,1,1,1,1
1927,0,1.7,0,16,0,23,0.2,141,4,14,1487,1013,1218,18,17,17,1,1,1,1
1271,1,2.9,0,1,0,26,0.5,178,3,6,1492,1753,3193,9,6,18,0,1,0,3
894,0,2.4,1,19,1,63,0.2,119,3,1,1721,1038,1472,17,0,8,0,0,1,1
1515,1,1.7,0,8,1,21,0.9,112,3,4,191,1839,2518,17,8,4,0,1,0,2
1295,1,1.7,1,5,0,63,0.7,81,4,20,1955,1981,2337,19,17,2,1,0,0,3
544,1,0.6,0,3,0,46,0.2,108,7,8,898,1476,889,19,15,5,0,0,1,0
1639,1,2.9,0,19,1,45,0.8,141,5,4,1064,1014,3081,16,1,2,0,1,1,3
1102,0,1.3,1,17,1,53,0.4,167,4,2,1563,1396,2569,9,1,14,0,0,1,3
1549,1,1.1,1,2,1,55,0.3,119,6,13,968,1503,1036,15,14,14,1,0,1,0
1843,0,3.0,1,8,1,16,0.6,133,5,15,521,663,3091,16,13,16,0,0,0,2
1415,0,2.3,0,14,1,28,0.1,106,8,7,37,1748,2578,9,10,8,1,1,1,1
1507,0,0.6,0,11,1,35,0.5,178,5,2,331,1153,3455,17,1,17,1,1,0,3
881,0,0.7,1,3,1,63,0.9,143,2,7,165,1767,3325,15,5,5,0,1,1,2
856,0,0.6,0,7,1,4,0.9,97,5,13,748,1416,1448,12,16,6,1,1,1,1
1122,0,2.0,1,7,0,32,0.4,153,7,2,1527,1790,3762,17,2,19,0,1,0,3
1779,1,0.7,0,5,1,15,0.7,120,2,5,653,622,382,6,3,18,1,1,0,0
1286,1,2.8,1,19,1,15,0.3,184,2,0,1171,563,1506,15,8,13,1,0,0,0
1022,0,2.8,1,4,0,49,0.6,112,5,9,363,667,2531,16,13,13,1,0,0,2
1669,1,1.9,0,14,0,14,0.3,184,8,3,1157,1810,2257,5,15,15,1,1,1,2
1780,0,2.0,1,18,1,51,0.6,164,3,4,1870,1989,1101,11,11,17,1,1,0,2
1853,0,1.2,0,15,1,64,0.3,96,5,2,618,1997,1002,12,9,6,1,0,0,1
948,1,0.7,0,15,1,50,0.9,171,6,15,947,998,3178,8,7,3,0,0,0,2
1564,1,2.3,1,3,1,12,0.9,167,6,10,1888,896,3535,18,0,5,0,1,0,3
1385,0,0.8,1,2,1,10,0.4,135,2,19,1192,1024,2800,14,5,8,0,0,1,2
1173,0,0.7,0,15,0,29,0.8,99,4,8,782,1724,2240,9,4,6,0,1,1,1
1095,0,1.3,0,14,0,36,0.2,137,8,4,237,877,3150,11,1,11,0,1,1,2
671,0,0.5,0,14,0,51,0.8,153,8,4,1838,1320,1154,6,14,4,0,1,0,0
912,0,1.6,1,8,0,28,0.4,95,7,20,1196,1468,3877,6,6,12,0,0,0,3
1324,1,2.3,1,10,1,12,0.2,121,1,12,111,1041,723,16,9,15,1,1,0,0
1829,1,2.5,1,0,1,64,0.7,164,4,6,1088,1209,2443,19,3,3,1,0,1,2
1799,0,2.0,0,5,0,58,0.5,146,1,13,1899,1497,1532,9,11,7,1,0,0,2
781,1,2.6,0,10,0,43,0.6,200,3,11,1827,1684,3640,8,2,12,0,0,1,3
1518,0,1.5,0,2,1,45,0.6,106,7,2,383,784,1172,15,12,3,1,1,1,1
627,0,2.6,0,2,1,60,0.2,174,4,14,808,1268,2658,12,14,14,0,0,1,1
1512,0,1.8,0,0,1,31,0.1,131,2,2,1934,731,840,7,5,16,0,0,1,0
1012,1,1.1,1,4,0,11,0.6,106,6,4,1533,523,936,15,4,8,0,1,0,0
1174,1,2.9,0,19,1,40,0.7,195,7,14,1098,1467,1814,8,14,2,1,1,1,1
1576,1,1.2,0,13,1,30,0.1,155,6,9,596,1223,3247,6,4,11,0,1,0,3
1137,0,0.6,1,18,1,52,0.4,144,7,4,1495,888,1296,11,3,18,0,1,1,1
1711,1,1.1,1,5,1,50,0.7,115,6,1,1135,582,2852,16,6,7,1,1,1,2
1300,0,1.4,1,11,1,31,0.7,186,6,12,1027,1917,2394,12,18,18,1,1,0,2
1998,0,1.4,0,17,0,25,0.8,83,8,14,1817,1739,3916,14,8,18,0,1,1,3
1457,1,1.8,0,7,0,28,0.5,93,3,4,739,1901,1381,8,4,7,1,1,1,1
944,0,2.7,1,13,0,41,0.6,101,4,8,1225,670,1167,12,9,13,1,0,0,0
1662,1,1.2,1,13,1,42,0.6,159,5,7,85,521,3634,15,6,2,1,0,0,3
1111,1,1.8,0,16,1,34,0.4,92,6,18,1394,825,1502,12,12,12,0,0,0,1
1301,1,1.4,1,19,0,35,0.1,176,4,16,1073,650,1059,8,8,18,0,1,0,1
705,0,2.6,0,12,0,64,0.1,103,4,5,1717,1189,3330,19,11,19,0,1,0,2
679,0,0.9,0,11,0,17,0.9,161,2,10,652,1467,3298,6,8,5,1,0,0,2
1362,1,0.8,0,17,0,12,0.3,176,6,19,1814,792,491,18,9,14,0,0,0,0
780,1,1.8,1,13,1,52,0.7,186,1,7,1128,1094,3460,15,8,3,0,1,0,2
1996,1,2.2,0,7,1,60,0.6,115,4,2,408,1308,2626,6,7,7,1,1,0,3
1783,1,2.5,1,12,0,40,0.5,89,4,6,314,975,1299,8,18,17,1,1,1,0
1551,0,2.0,0,10,0,27,0.9,171,7,12,384,1190,2260,10,5,14,0,0,0,2
1602,0,2.4,0,4,1,23,0.7,134,4,20,592,1384,1149,19,15,9,1,1,0,0
1392,1,1.5,1,10,1,31,0.1,194,1,6,1079,1927,887,12,13,20,1,1,0,0
590,0,0.6,1,12,0,5,0.8,102,5,1,1702,964,751,8,10,16,1,0,0,0
1088,1,0.8,0,18,0,35,0.6,149,2,3,1952,632,874,18,6,2,0,1,1,0
1243,0,0.6,0,11,0,18,0.4,94,4,8,1329,1801,2437,6,9,3,1,0,1,2
1872,1,1.3,0,3,0,18,0.8,138,3,1,961,1364,3288,17,16,13,1,1,1,3
829,1,1.7,0,19,1,37,0.7,80,2,0,1202,1207,2076,17,3,18,0,1,1,2
1245,0,1.4,0,11,1,62,0.4,170,8,13,648,1579,313,10,11,4,1,1,0,0
1016,0,1.9,1,5,1,14,1.0,153,3,17,480,1970,1860,5,14,12,0,0,1,1
701,1,1.7,0,15,0,59,0.7,91,5,4,1053,691,3051,18,12,17,1,1,0,2
654,0,2.2,1,7,0,34,0.6,140,7,10,1622,1790,3382,19,2,18,0,1,0,3
1048,1,2.2,1,7,0,63,0.2,131,3,12,126,1454,2998,10,9,14,0,0,0,2
623,1,1.3,1,16,1,26,0.4,161,8,14,217,1377,1638,7,3,20,0,1,1,0
600,1,1.4,1,17,1,64,0.5,140,4,20,347,1795,2687,9,17,19,0,1,0,2
1026,0,2.0,1,10,0,43,0.7,135,8,18,411,955,511,7,6,17,1,0,0,0
802,1,2.0,0,7,1,44,0.6,180,4,6,292,1680,1788,14,8,14,1,1,1,1
1332,0,1.3,0,17,0,37,0.8,142,1,20,255,1355,2265,12,16,20,0,0,0,2
526,1,1.3,1,3,1,30,0.3,178,7,0,54,1901,362,10,8,2,1,1,0,0
952,1,2.2,0,14,0,35,0.7,187,7,20,683,1201,309,14,3,3,0,1,0,0
1179,0,2.1,1,11,1,55,0.8,182,8,2,1416,1580,3257,14,16,11,0,1,1,3
1944,0,0.8,1,17,1,51,0.8,195,1,2,307,1245,1080,5,12,14,1,1,1,1
1451,0,1.6,1,8,0,3,0.8,164,7,2,638,1090,726,11,11,19,0,0,0,0
1821,1,2.7,0,16,0,45,0.9,147,3,2,1908,1062,2472,17,1,14,1,1,0,2
1014,0,0.6,0,0,0,54,0.2,144,7,9,330,1879,1306,16,8,6,0,0,1,0
1174,0,2.6,0,15,0,48,0.7,104,8,13,1936,1755,3921,17,8,19,0,0,1,3
1130,1,0.9,0,1,1,33,1.0,180,2,15,1004,837,3799,19,4,3,0,1,1,3
1831,1,1.8,0,12,1,23,0.6,163,3,0,1420,1797,3340,5,10,3,1,0,0,3
1938,1,1.6,0,3,1,44,0.3,185,3,6,634,1374,1385,9,4,15,0,0,1,1
1943,1,0.5,0,19,0,43,1.0,164,3,2,636,656,3532,11,8,20,1,0,1,3
1627,1,2.8,1,15,1,25,0.3,138,5,3,770,1647,1210,12,15,11,0,1,1,1
1254,1,1.6,1,2,0,27,0.4,115,4,15,250,743,1152,16,13,4,1,1,0,0
1311,0,2.9,1,17,0,25,0.3,199,6,13,618,1807,3899,15,5,2,0,1,0,3
1970,1,1.2,0,5,1,4,0.5,168,6,4,1753,1181,2779,15,3,20,0,1,1,3
926,1,2.7,0,10,0,3,0.5,185,2,6,7,1873,577,7,0,7,1,1,0,0
1020,1,2.8,1,1,1,7,0.5,150,1,19,1121,1224,3574,15,6,14,1,1,1,3
1845,1,1.9,0,2,0,28,0.9,141,6,12,1349,627,857,16,0,8,1,0,0,0
1079,1,1.0,0,4,0,34,0.5,84,2,5,277,1649,2805,16,2,6,0,0,0,2
852,0,2.2,1,10,1,27,0.6,88,2,19,217,1588,1896,13,18,14,1,0,1,0
1340,1,1.9,1,10,1,62,0.9,165,5,4,1083,953,321,6,16,16,0,1,0,0
988,1,2.9,1,17,1,16,0.8,107,3,6,429,805,3204,7,10,10,1,1,1,2
1836,0,1.6,0,3,0,26,0.3,89,2,14,1917,1794,2826,16,14,11,0,0,0,3
1863,1,1.2,0,14,0,17,0.1,173,3,10,373,1667,3566,18,9,11,1,1,0,3
959,0,0.8,0,0,0,20,0.7,155,5,1,256,946,2545,17,11,13,0,0,0,1
1294,1,2.2,1,5,0,38,0.9,93,7,16,649,1550,3084,11,17,17,0,1,1,2
1975,1,2.9,0,3,1,21,0.6,140,8,4,650,860,3647,13,1,15,0,1,0,3
1613,0,0.6,0,2,0,22,0.3,136,6,14,314,771,3909,7,6,7,1,0,0,3
823,0,2.4,0,11,0,44,0.8,80,8,7,1304,1495,2354,13,2,6,1,0,0,1
1386,1,2.8,0,18,0,54,0.7,153,5,15,680,1748,319,7,15,14,0,0,0,0
1429,0,0.7,0,13,0,15,0.6,127,4,18,1033,1877,1550,16,15,14,1,1,0,1
1480,1,0.8,1,17,1,9,0.9,186,7,16,477,1192,2574,16,13,8,0,1,1,2
537,0,2.2,1,11,1,17,0.8,94,3,19,189,714,666,5,11,17,1,1,1,0
949,1,2.1,1,1,1,38,0.7,182,7,11,120,1315,691,19,9,9,1,1,0,0
1781,1,0.7,0,6,1,62,0.7,80,8,1,103,1520,1733,16,0,8,1,0,0,1
862,1,2.6,1,16,0,12,0.7,172,4,11,1707,1956,3663,10,14,12,0,1,0,3
949,0,1.8,1,0,0,4,0.6,174,6,9,518,668,1460,11,16,5,1,1,0,0
983,1,2.8,0,1,1,35,0.5,129,7,15,599,1484,3756,6,18,15,1,1,1,3
766,0,2.7,1,16,0,64,0.7,113,7,5,1135,1267,3261,19,6,19,1,1,1,2
733,0,2.5,0,1,1,36,0.6,97,2,14,186,1382,1390,6,3,19,1,1,1,0
1020,0,1.8,1,19,0,60,0.5,121,8,9,1177,638,1120,18,12,10,1,1,0,0
1811,1,1.1,0,15,0,42,0.2,161,5,14,1022,525,3354,14,0,7,0,1,1,3
502,1,1.8,0,13,0,3,0.7,167,1,8,1552,1409,3085,18,1,11,1,1,1,2
924,0,0.8,0,10,0,28,0.7,101,1,8,241,798,2615,10,15,3,0,1,0,2
590,0,2.1,1,1,1,50,0.4,81,6,4,33,1420,3917,18,18,14,0,0,0,3
1342,1,0.8,0,8,0,34,0.4,147,4,17,1516,539,632,11,7,10,1,1,0,0
875,0,1.8,1,16,0,14,0.3,150,1,1,725,1701,1699,10,9,4,1,0,0,1
1687,0,0.6,0,18,0,13,1.0,198,5,4,120,999,2512,10,10,12,1,1,1,2
1377,1,1.2,1,8,0,43,0.9,172,5,8,1091,1176,524,19,2,15,0,1,1,0
1675,0,1.1,0,16,1,31,0.6,146,1,3,911,1016,3909,11,4,6,1,0,1,3
1452,1,2.1,0,15,1,38,0.5,151,3,19,1864,1127,2396,12,5,9,1,0,0,2
1157,1,2.5,0,1,1,25,0.8,158,4,7,1850,1294,1409,14,15,18,0,1,0,1
1791,0,0.6,0,12,0,23,0.6,134,7,5,1056,1467,1151,13,8,15,1,0,1,1
1214,0,2.6,0,12,0,43,1.0,161,6,5,311,1533,260,13,13,17,1,1,1,0
1924,1,2.7,0,10,0,2,0.1,103,1,4,1466,1984,2474,10,3,10,0,1,1,2
1992,1,1.4,1,15,0,29,0.1,180,5,13,394,768,3912,7,18,11,0,1,1,3
1383,1,2.1,0,17,1,25,0.6,184,8,10,1643,1806,391,19,16,11,0,1,1,1
1511,0,1.5,0,11,1,51,0.3,132,1,4,1177,1401,1805,12,9,10,0,0,1,1
883,1,0.9,0,6,1,47,0.6,135,8,18,695,964,2734,19,4,4,0,0,0,2
